data,_loaded_at,_source
"{""event_id"": ""EVT-20240315-00935"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""14/03/2024 13:06:00"", ""customer"": {""id"": "" C-00074 "", ""name"": ""AMIT SINGH"", ""email"": ""AMIT.SINGH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""delhi"", ""state"": ""DL"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00935"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-03-14"", ""currency"": ""USD"", ""total_amount"": ""$4,247.35"", ""items"": [{""product_id"": ""P-167"", ""qty"": ""5"", ""unit_price"": ""849.47"", ""discount_pct"": 30}], ""payment"": {""method"": ""Debit Card"", ""status"": ""SUCCESS"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.2.8"", ""is_test_event"": ""false""}}",2024-03-14 13:06:00,mobile
"{""event_id"": ""EVT-20240315-00936"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""30/03/2024 06:07:00"", ""customer"": {""id"": "" C-00031 "", ""name"": ""ROHAN SHAH"", ""email"": ""ROHAN.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00936"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-03-30"", ""currency"": ""INR"", ""total_amount"": ""$1,289.76"", ""items"": [{""product_id"": ""P-394"", ""qty"": ""2"", ""unit_price"": ""$644.88"", ""discount_pct"": 30}], ""payment"": {""method"": ""Debit Card"", ""status"": ""failed"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.0.8"", ""is_test_event"": ""true""}}",2024-03-30 06:07:00,mobile
"{""event_id"": ""EVT-20240315-00937"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""08/04/2024 12:51:00"", ""customer"": {""id"": "" C-00492 "", ""name"": ""JANE SHAH"", ""email"": ""JANE.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00937"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-04-08"", ""currency"": ""usd"", ""total_amount"": ""$6,110.15"", ""items"": [{""product_id"": ""P-007"", ""qty"": ""4"", ""unit_price"": ""876.79"", ""discount_pct"": 0}, {""product_id"": ""P-006"", ""qty"": ""2"", ""unit_price"": ""$71.94"", ""discount_pct"": 30}, {""product_id"": ""P-031"", ""qty"": ""4"", ""unit_price"": ""431.38"", ""discount_pct"": 0}, {""product_id"": ""P-046"", ""qty"": ""3"", ""unit_price"": ""244.53"", ""discount_pct"": 20}], ""payment"": {""method"": ""Credit Card"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.0.4"", ""is_test_event"": ""false""}}",2024-04-08 12:51:00,partner_api
"{""event_id"": ""EVT-20240315-00938"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""26/04/2024 06:47:00"", ""customer"": {""id"": "" C-00197 "", ""name"": ""ANITA SHAH"", ""email"": ""ANITA.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00938"", ""channel"": ""WEB"", ""placed_at"": ""2024-04-26"", ""currency"": ""inr"", ""total_amount"": ""$3,114.62"", ""items"": [{""product_id"": ""P-149"", ""qty"": ""2"", ""unit_price"": ""126.95"", ""discount_pct"": 30}, {""product_id"": ""P-149"", ""qty"": ""4"", ""unit_price"": ""715.18"", ""discount_pct"": 5}], ""payment"": {""method"": ""Debit Card"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.4.9"", ""is_test_event"": ""false""}}",2024-04-26 06:47:00,web
"{""event_id"": ""EVT-20240315-00939"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""02/03/2024 17:13:00"", ""customer"": {""id"": "" C-00225 "", ""name"": ""ANITA PATEL"", ""email"": ""ANITA.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00939"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-03-02"", ""currency"": ""INR"", ""total_amount"": ""$9,575.29"", ""items"": [{""product_id"": ""P-210"", ""qty"": ""5"", ""unit_price"": ""510.59"", ""discount_pct"": 30}, {""product_id"": ""P-367"", ""qty"": ""2"", ""unit_price"": ""969.89"", ""discount_pct"": 20}, {""product_id"": ""P-208"", ""qty"": ""3"", ""unit_price"": ""636.75"", ""discount_pct"": 20}, {""product_id"": ""P-311"", ""qty"": ""5"", ""unit_price"": ""$230.92"", ""discount_pct"": 5}, {""product_id"": ""P-252"", ""qty"": ""3"", ""unit_price"": ""672.57"", ""discount_pct"": 50}], ""payment"": {""method"": ""UPI"", ""status"": ""failed"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.4.4"", ""is_test_event"": ""false""}}",2024-03-02 17:13:00,mobile
"{""event_id"": ""EVT-20240315-00940"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""08/05/2024 08:16:00"", ""customer"": {""id"": "" C-00567 "", ""name"": ""RAHUL SINGH"", ""email"": ""RAHUL.SINGH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00940"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-05-08"", ""currency"": ""inr"", ""total_amount"": ""$6,380.04"", ""items"": [{""product_id"": ""P-334"", ""qty"": ""4"", ""unit_price"": ""$80.72"", ""discount_pct"": 10}, {""product_id"": ""P-120"", ""qty"": null, ""unit_price"": ""490.71"", ""discount_pct"": 80}, {""product_id"": ""P-159"", ""qty"": ""4"", ""unit_price"": ""$398.45"", ""discount_pct"": 30}, {""product_id"": ""P-017"", ""qty"": ""4"", ""unit_price"": ""$998.89"", ""discount_pct"": 10}, {""product_id"": ""P-007"", ""qty"": ""5"", ""unit_price"": ""$93.56"", ""discount_pct"": 5}], ""payment"": {""method"": ""Credit Card"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.5.9"", ""is_test_event"": ""false""}}",2024-05-08 08:16:00,partner_api
"{""event_id"": ""EVT-20240315-00941"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""29/01/2024 01:18:00"", ""customer"": {""id"": "" C-00225 "", ""name"": ""EMMA DOE"", ""email"": ""EMMA.DOE@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00941"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-01-29"", ""currency"": ""usd"", ""total_amount"": ""$2,314.26"", ""items"": [{""product_id"": ""P-002"", ""qty"": ""3"", ""unit_price"": ""661.55"", ""discount_pct"": 20}, {""product_id"": ""P-130"", ""qty"": ""1"", ""unit_price"": ""$329.61"", ""discount_pct"": 15}, {""product_id"": ""P-345"", ""qty"": ""0"", ""unit_price"": ""362.13"", ""discount_pct"": 80}, {""product_id"": ""P-356"", ""qty"": null, ""unit_price"": ""571.59"", ""discount_pct"": 30}], ""payment"": {""method"": ""UPI"", ""status"": ""success"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.2.8"", ""is_test_event"": ""false""}}",2024-01-29 01:18:00,mobile
"{""event_id"": ""EVT-20240315-00942"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""14/02/2024 21:56:00"", ""customer"": {""id"": "" C-00366 "", ""name"": ""JANE KUMAR"", ""email"": ""JANE.KUMAR@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00942"", ""channel"": ""WEB"", ""placed_at"": ""2024-02-14"", ""currency"": ""INR"", ""total_amount"": ""$0.00"", ""items"": [{""product_id"": ""P-001"", ""qty"": null, ""unit_price"": ""$542.45"", ""discount_pct"": 80}], ""payment"": {""method"": ""COD"", ""status"": ""PENDING"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.1.2"", ""is_test_event"": ""false""}}",2024-02-14 21:56:00,web
"{""event_id"": ""EVT-20240315-00943"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""12/03/2024 18:14:00"", ""customer"": {""id"": "" C-00440 "", ""name"": ""NEHA SHAH"", ""email"": ""NEHA.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00943"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-03-12"", ""currency"": ""inr"", ""total_amount"": ""$2,155.56"", ""items"": [{""product_id"": ""P-148"", ""qty"": ""3"", ""unit_price"": ""$567.37"", ""discount_pct"": 0}, {""product_id"": ""P-253"", ""qty"": ""0"", ""unit_price"": ""$160.26"", ""discount_pct"": 50}, {""product_id"": ""P-365"", ""qty"": ""5"", ""unit_price"": ""90.69"", ""discount_pct"": 0}], ""payment"": {""method"": ""Credit Card"", ""status"": ""SUCCESS"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.2.3"", ""is_test_event"": ""true""}}",2024-03-12 18:14:00,partner_api
"{""event_id"": ""EVT-20240315-00944"", ""event_type"": ""page_view"", ""occurred_at"": ""19/05/2024 10:07:00"", ""customer"": {""id"": "" C-00595 "", ""name"": ""PRIYA SHAH"", ""email"": ""PRIYA.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""ahmedabad"", ""state"": ""GJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00944"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-05-19"", ""currency"": ""INR"", ""total_amount"": ""$559.02"", ""items"": [{""product_id"": ""P-342"", ""qty"": null, ""unit_price"": ""633.25"", ""discount_pct"": 20}, {""product_id"": ""P-011"", ""qty"": ""2"", ""unit_price"": ""$279.51"", ""discount_pct"": 50}, {""product_id"": ""P-243"", ""qty"": ""0"", ""unit_price"": ""$242.77"", ""discount_pct"": 80}], ""payment"": {""method"": ""Credit Card"", ""status"": ""SUCCESS"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.3.0"", ""is_test_event"": ""false""}}",2024-05-19 10:07:00,partner_api
"{""event_id"": ""EVT-20240315-00945"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""17/06/2024 20:43:00"", ""customer"": {""id"": "" C-00592 "", ""name"": ""ANITA SINGH"", ""email"": ""ANITA.SINGH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""jaipur"", ""state"": ""RJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00945"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-06-17"", ""currency"": ""USD"", ""total_amount"": ""$836.32"", ""items"": [{""product_id"": ""P-395"", ""qty"": null, ""unit_price"": ""266.72"", ""discount_pct"": 30}, {""product_id"": ""P-225"", ""qty"": ""2"", ""unit_price"": ""418.16"", ""discount_pct"": 50}, {""product_id"": ""P-128"", ""qty"": ""0"", ""unit_price"": ""$843.26"", ""discount_pct"": 20}, {""product_id"": ""P-196"", ""qty"": null, ""unit_price"": ""$901.54"", ""discount_pct"": 80}], ""payment"": {""method"": ""Debit Card"", ""status"": ""success"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.0.5"", ""is_test_event"": ""true""}}",2024-06-17 20:43:00,mobile
"{""event_id"": ""EVT-20240315-00946"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""03/06/2024 12:43:00"", ""customer"": {""id"": "" C-00119 "", ""name"": ""DAVID BROWN"", ""email"": ""DAVID.BROWN@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""delhi"", ""state"": ""DL"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00946"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-06-03"", ""currency"": ""INR"", ""total_amount"": ""$3,498.05"", ""items"": [{""product_id"": ""P-268"", ""qty"": ""4"", ""unit_price"": ""772.95"", ""discount_pct"": 10}, {""product_id"": ""P-136"", ""qty"": ""0"", ""unit_price"": ""$533.08"", ""discount_pct"": 0}, {""product_id"": ""P-136"", ""qty"": ""0"", ""unit_price"": ""$409.08"", ""discount_pct"": 30}, {""product_id"": ""P-150"", ""qty"": ""1"", ""unit_price"": ""$406.25"", ""discount_pct"": 0}], ""payment"": {""method"": ""Debit Card"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.0.3"", ""is_test_event"": ""false""}}",2024-06-03 12:43:00,partner_api
"{""event_id"": ""EVT-20240315-00313"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""03/06/2024 10:13:00"", ""customer"": {""id"": "" C-00305 "", ""name"": ""AMIT SMITH"", ""email"": ""AMIT.SMITH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00947"", ""channel"": ""WEB"", ""placed_at"": ""2024-06-03"", ""currency"": ""INR"", ""total_amount"": ""$2,485.55"", ""items"": [{""product_id"": ""P-354"", ""qty"": ""3"", ""unit_price"": ""783.37"", ""discount_pct"": 50}, {""product_id"": ""P-180"", ""qty"": ""4"", ""unit_price"": ""33.86"", ""discount_pct"": 20}, {""product_id"": ""P-133"", ""qty"": null, ""unit_price"": ""$859.35"", ""discount_pct"": 20}], ""payment"": {""method"": ""Credit Card"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.5.6"", ""is_test_event"": ""false""}}",2024-06-03 10:13:00,mobile
"{""event_id"": ""EVT-20240315-00948"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""22/04/2024 18:01:00"", ""customer"": {""id"": "" C-00055 "", ""name"": ""JOHN SHAH"", ""email"": ""JOHN.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""delhi"", ""state"": ""DL"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00948"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-04-22"", ""currency"": ""inr"", ""total_amount"": ""$4,969.89"", ""items"": [{""product_id"": ""P-226"", ""qty"": ""1"", ""unit_price"": ""801.89"", ""discount_pct"": 5}, {""product_id"": ""P-021"", ""qty"": ""2"", ""unit_price"": ""807.50"", ""discount_pct"": 50}, {""product_id"": ""P-346"", ""qty"": ""5"", ""unit_price"": ""510.60"", ""discount_pct"": 30}], ""payment"": {""method"": ""COD"", ""status"": ""SUCCESS"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.4.8"", ""is_test_event"": ""false""}}",2024-04-22 18:01:00,web
"{""event_id"": ""EVT-20240315-00949"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""25/03/2024 07:01:00"", ""customer"": {""id"": "" C-00283 "", ""name"": ""AMIT DOE"", ""email"": ""AMIT.DOE@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00949"", ""channel"": ""WEB"", ""placed_at"": ""2024-03-25"", ""currency"": ""inr"", ""total_amount"": ""$8,107.98"", ""items"": [{""product_id"": ""P-355"", ""qty"": ""2"", ""unit_price"": ""873.83"", ""discount_pct"": 10}, {""product_id"": ""P-307"", ""qty"": ""2"", ""unit_price"": ""$779.36"", ""discount_pct"": 50}, {""product_id"": ""P-116"", ""qty"": ""1"", ""unit_price"": ""$626.90"", ""discount_pct"": 50}, {""product_id"": ""P-046"", ""qty"": ""4"", ""unit_price"": ""338.25"", ""discount_pct"": 0}, {""product_id"": ""P-191"", ""qty"": ""5"", ""unit_price"": ""$564.34"", ""discount_pct"": 20}], ""payment"": {""method"": ""COD"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.1.1"", ""is_test_event"": ""false""}}",2024-03-25 07:01:00,web
"{""event_id"": ""EVT-20240315-00687"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""03/05/2024 03:32:00"", ""customer"": {""id"": "" C-00328 "", ""name"": ""AMIT BROWN"", ""email"": ""AMIT.BROWN@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00950"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-05-03"", ""currency"": ""USD"", ""total_amount"": ""$3,480.11"", ""items"": [{""product_id"": ""P-241"", ""qty"": null, ""unit_price"": ""$672.58"", ""discount_pct"": 50}, {""product_id"": ""P-358"", ""qty"": ""4"", ""unit_price"": ""751.69"", ""discount_pct"": 80}, {""product_id"": ""P-014"", ""qty"": null, ""unit_price"": ""$776.34"", ""discount_pct"": 20}, {""product_id"": ""P-162"", ""qty"": ""1"", ""unit_price"": ""473.35"", ""discount_pct"": 15}], ""payment"": {""method"": ""Debit Card"", ""status"": ""failed"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.0.3"", ""is_test_event"": ""false""}}",2024-05-03 03:32:00,mobile
"{""event_id"": ""EVT-20240315-00951"", ""event_type"": ""page_view"", ""occurred_at"": ""13/06/2024 12:36:00"", ""customer"": {""id"": "" C-00248 "", ""name"": ""DAVID PATEL"", ""email"": ""DAVID.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""ahmedabad"", ""state"": ""GJ"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00951"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-06-13"", ""currency"": ""USD"", ""total_amount"": ""$260.84"", ""items"": [{""product_id"": ""P-343"", ""qty"": ""1"", ""unit_price"": ""260.84"", ""discount_pct"": 15}], ""payment"": {""method"": ""COD"", ""status"": ""success"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.0.4"", ""is_test_event"": ""true""}}",2024-06-13 12:36:00,web
"{""event_id"": ""EVT-20240315-00952"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""26/05/2024 11:47:00"", ""customer"": {""id"": "" C-00066 "", ""name"": ""JOHN BROWN"", ""email"": ""JOHN.BROWN@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00952"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-05-26"", ""currency"": ""inr"", ""total_amount"": ""$5,701.83"", ""items"": [{""product_id"": ""P-035"", ""qty"": ""5"", ""unit_price"": ""$388.23"", ""discount_pct"": 15}, {""product_id"": ""P-294"", ""qty"": ""4"", ""unit_price"": ""551.12"", ""discount_pct"": 30}, {""product_id"": ""P-220"", ""qty"": ""2"", ""unit_price"": ""778.10"", ""discount_pct"": 20}, {""product_id"": ""P-344"", ""qty"": null, ""unit_price"": ""$562.36"", ""discount_pct"": 80}, {""product_id"": ""P-030"", ""qty"": ""0"", ""unit_price"": ""$818.21"", ""discount_pct"": 20}], ""payment"": {""method"": ""Debit Card"", ""status"": ""failed"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.2.2"", ""is_test_event"": ""true""}}",2024-05-26 11:47:00,mobile
"{""event_id"": ""EVT-20240315-00953"", ""event_type"": ""CHECKOUT"", ""occurred_at"": ""20/03/2024 02:20:00"", ""customer"": {""id"": "" C-00539 "", ""name"": ""NEHA SMITH"", ""email"": ""NEHA.SMITH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""delhi"", ""state"": ""DL"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00953"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-03-20"", ""currency"": ""INR"", ""total_amount"": ""$1,396.71"", ""items"": [{""product_id"": ""P-035"", ""qty"": ""0"", ""unit_price"": ""$99.11"", ""discount_pct"": 15}, {""product_id"": ""P-109"", ""qty"": ""3"", ""unit_price"": ""465.57"", ""discount_pct"": 0}], ""payment"": {""method"": ""COD"", ""status"": ""failed"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.1.7"", ""is_test_event"": ""true""}}",2024-03-20 02:20:00,web
"{""event_id"": ""EVT-20240315-00954"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""20/05/2024 18:54:00"", ""customer"": {""id"": "" C-00646 "", ""name"": ""RAHUL SMITH"", ""email"": ""RAHUL.SMITH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00954"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-05-20"", ""currency"": ""usd"", ""total_amount"": ""$3,564.60"", ""items"": [{""product_id"": ""P-190"", ""qty"": ""0"", ""unit_price"": ""$50.85"", ""discount_pct"": 10}, {""product_id"": ""P-173"", ""qty"": ""3"", ""unit_price"": ""990.63"", ""discount_pct"": 0}, {""product_id"": ""P-198"", ""qty"": ""1"", ""unit_price"": ""592.71"", ""discount_pct"": 5}], ""payment"": {""method"": ""UPI"", ""status"": ""failed"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.5.2"", ""is_test_event"": ""false""}}",2024-05-20 18:54:00,web
"{""event_id"": ""EVT-20240315-00955"", ""event_type"": ""order_cancelled"", ""occurred_at"": ""10/05/2024 10:55:00"", ""customer"": {""id"": "" C-00637 "", ""name"": ""RAHUL PATEL"", ""email"": ""RAHUL.PATEL@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""Gold"", ""address"": {""city"": ""delhi"", ""state"": ""DL"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00955"", ""channel"": ""WEB"", ""placed_at"": ""2024-05-10"", ""currency"": ""USD"", ""total_amount"": ""$0.00"", ""items"": [{""product_id"": ""P-133"", ""qty"": null, ""unit_price"": ""$894.86"", ""discount_pct"": 50}], ""payment"": {""method"": ""Credit Card"", ""status"": ""success"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.5.3"", ""is_test_event"": ""false""}}",2024-05-10 10:55:00,mobile
"{""event_id"": ""EVT-20240315-00956"", ""event_type"": ""ORDER_PLACED"", ""occurred_at"": ""01/02/2024 21:41:00"", ""customer"": {""id"": "" C-00102 "", ""name"": ""PRIYA SMITH"", ""email"": ""PRIYA.SMITH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""GOLD"", ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00956"", ""channel"": ""Partner_API"", ""placed_at"": ""2024-02-01"", ""currency"": ""usd"", ""total_amount"": ""$219.12"", ""items"": [{""product_id"": ""P-253"", ""qty"": ""0"", ""unit_price"": ""943.09"", ""discount_pct"": 50}, {""product_id"": ""P-353"", ""qty"": ""3"", ""unit_price"": ""$73.04"", ""discount_pct"": 10}], ""payment"": {""method"": ""Debit Card"", ""status"": ""success"", ""gateway"": ""Razorpay""}}, ""metadata"": {""app_version"": ""3.0.1"", ""is_test_event"": ""false""}}",2024-02-01 21:41:00,partner_api
"{""event_id"": ""EVT-20240315-00957"", ""event_type"": ""page_view"", ""occurred_at"": ""09/05/2024 15:37:00"", ""customer"": {""id"": "" C-00587 "", ""name"": ""ROHAN SHAH"", ""email"": ""ROHAN.SHAH@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": null, ""address"": {""city"": ""mumbai"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00957"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-05-09"", ""currency"": ""INR"", ""total_amount"": ""$3,988.39"", ""items"": [{""product_id"": ""P-110"", ""qty"": ""0"", ""unit_price"": ""222.48"", ""discount_pct"": 5}, {""product_id"": ""P-333"", ""qty"": ""3"", ""unit_price"": ""$100.81"", ""discount_pct"": 50}, {""product_id"": ""P-011"", ""qty"": ""0"", ""unit_price"": ""$37.52"", ""discount_pct"": 10}, {""product_id"": ""P-209"", ""qty"": ""4"", ""unit_price"": ""$921.49"", ""discount_pct"": 5}, {""product_id"": ""P-137"", ""qty"": ""0"", ""unit_price"": ""$219.85"", ""discount_pct"": 30}], ""payment"": {""method"": ""UPI"", ""status"": ""SUCCESS"", ""gateway"": ""Stripe""}}, ""metadata"": {""app_version"": ""3.4.8"", ""is_test_event"": ""true""}}",2024-05-09 15:37:00,web
"{""event_id"": ""EVT-20240315-00958"", ""event_type"": ""Add_To_Cart"", ""occurred_at"": ""14/04/2024 17:31:00"", ""customer"": {""id"": "" C-00608 "", ""name"": ""DAVID DOE"", ""email"": ""DAVID.DOE@GMAIL.COM"", ""phone"": ""(+91) 98765-43210"", ""tier"": ""gold"", ""address"": {""city"": ""pune"", ""state"": ""MH"", ""country"": ""IN""}}, ""order"": {""order_id"": ""ORD-2024-00958"", ""channel"": ""mobile_app"", ""placed_at"": ""2024-04-14"", ""currency"": ""usd"", ""total_amount"": ""$984.02"", ""items"": [{""product_id"": ""P-027"", ""qty"": ""0"", ""unit_price"": ""293.89"", ""discount_pct"": 50}, {""product_id"": ""P-082"", ""qty"": ""0"", ""unit_price"": ""662.96"", ""discount_pct"": 50}, {""product_id"": ""P-140"", ""qty"": null, ""unit_price"": ""$696.75"", ""discount_pct"": 10}, {""product_id"": ""P-242"", ""qty"": null, ""unit_price"": ""$883.10"", ""discount_pct"": 0}, {""product_id"": ""P-191"", ""qty"": ""1"", ""unit_price"": ""$984.02"", ""discount_pct"": 10}], ""payment"": {""method"": ""COD"", ""status"": ""PENDING"", ""gateway"": ""PayU""}}, ""metadata"": {""app_version"": ""3.4.8"", ""is_test_event"": ""false""}}",2024-04-14 17:31:00,web
